date,amount,price,sid,symbol,value
2013-04-09 00:00:00+00:00,-75,242.07,12,AXBK,18155.25
2013-04-09 00:00:00+00:00,392,52.0,35,CHLA,-20384.0
2013-04-09 00:00:00+00:00,-1,11855.0,95,MRF,11855.0
2013-04-09 00:00:00+00:00,54,431.0,129,SUN,-23274.0
2013-04-09 00:00:00+00:00,-49,364.0,130,SUTV,17836.0
2013-04-16 00:00:00+00:00,-78,241.0,4,AMAR,18798.0
2013-04-16 00:00:00+00:00,6,2576.76,124,SANO,-15460.560000000001
2013-04-16 00:00:00+00:00,45,709.57,133,TCS,-31930.65
2013-04-16 00:00:00+00:00,-41,400.0,146,UNSP,16400.0
2013-04-23 00:00:00+00:00,-392,52.2,35,CHLA,20462.4
2013-04-23 00:00:00+00:00,28,279.04,75,INFY,-7813.120000000001
2013-04-23 00:00:00+00:00,41,685.0,86,LUPN,-28085.0
2013-04-23 00:00:00+00:00,-595,37.53,93,MOSS,22330.350000000002
2013-04-30 00:00:00+00:00,-28,277.06,75,INFY,7757.68
2013-04-30 00:00:00+00:00,79,172.07,152,WIPR,-13593.529999999999
2013-05-14 00:00:00+00:00,-79,174.0,152,WIPR,13746.0
2013-05-21 00:00:00+00:00,81,286.05,111,PIDI,-23170.05
2013-06-04 00:00:00+00:00,87,253.9,33,CCRI,-22089.3
2013-06-04 00:00:00+00:00,-132,221.9,138,TRCE,29290.8
2013-06-11 00:00:00+00:00,-50,453.0,11,ASPN,22650.0
2013-06-18 00:00:00+00:00,30,337.25,29,BRIT,-10117.5
2013-06-18 00:00:00+00:00,195,155.0,42,DABU,-30225.0
2013-06-18 00:00:00+00:00,45,411.0,55,GOCP,-18495.0
2013-06-18 00:00:00+00:00,-45,702.33,133,TCS,31604.850000000002
2013-07-02 00:00:00+00:00,54,239.95,46,EMAM,-12957.3
2013-07-02 00:00:00+00:00,-6,2432.22,124,SANO,14593.32
2013-07-09 00:00:00+00:00,-142,202.55,61,HCLT,28762.100000000002
2013-07-09 00:00:00+00:00,25,695.0,77,IPCA,-17375.0
2013-07-30 00:00:00+00:00,-87,217.19,33,CCRI,18895.53
2013-07-30 00:00:00+00:00,24,633.0,64,HLL,-15192.0
2013-08-06 00:00:00+00:00,167,68.2,47,ESCO,-11389.4
2013-08-06 00:00:00+00:00,-45,426.0,55,GOCP,19170.0
2013-08-06 00:00:00+00:00,111,222.32,78,ITC,-24677.52
2013-08-06 00:00:00+00:00,-81,268.0,111,PIDI,21708.0
2013-08-13 00:00:00+00:00,46,446.58,146,UNSP,-20542.68
2013-08-20 00:00:00+00:00,-177,76.43,28,BRGR,13528.11
2013-08-27 00:00:00+00:00,-111,203.03,78,ITC,22536.33
2013-08-27 00:00:00+00:00,96,117.11,99,NATP,-11242.56
2013-08-27 00:00:00+00:00,12,2140.0,120,REDY,-25680.0
2013-09-03 00:00:00+00:00,-54,213.75,46,EMAM,11542.5
2013-09-17 00:00:00+00:00,74,248.38,61,HCLT,-18380.12
2013-09-17 00:00:00+00:00,-46,507.6,146,UNSP,23349.600000000002
2013-10-22 00:00:00+00:00,-24,605.0,64,HLL,14520.0
2013-10-22 00:00:00+00:00,31,765.78,134,TEML,-23739.18
2013-11-05 00:00:00+00:00,-195,177.45,42,DABU,34602.75
2013-11-05 00:00:00+00:00,24,697.51,90,MINT,-16740.239999999998
2013-11-12 00:00:00+00:00,99,417.02,75,INFY,-41284.979999999996
2013-11-12 00:00:00+00:00,-25,701.0,77,IPCA,17525.0
2013-11-19 00:00:00+00:00,-41,858.0,86,LUPN,35178.0
2013-11-19 00:00:00+00:00,48,206.0,112,PIIL,-9888.0
2013-11-26 00:00:00+00:00,159,147.72,17,BFRG,-23487.48
2013-11-26 00:00:00+00:00,484,62.0,19,BION,-30008.0
2013-11-26 00:00:00+00:00,-12,2440.0,120,REDY,29280.0
2013-12-03 00:00:00+00:00,-54,598.0,129,SUN,32292.0
2013-12-03 00:00:00+00:00,374,54.05,142,TVSM,-20214.7
2013-12-10 00:00:00+00:00,470,50.07,97,NAFL,-23532.9
2013-12-10 00:00:00+00:00,-176,176.0,149,VODA,30976.0
2013-12-17 00:00:00+00:00,101,177.0,8,ARBN,-17877.0
2013-12-17 00:00:00+00:00,-484,65.41,19,BION,31658.44
2013-12-17 00:00:00+00:00,533,20.35,73,INDB,-10846.550000000001
2013-12-17 00:00:00+00:00,-99,427.26,75,INFY,42298.74
2013-12-17 00:00:00+00:00,125,369.72,135,TISC,-46215.0
2013-12-31 00:00:00+00:00,-30,462.0,29,BRIT,13860.0
2014-01-14 00:00:00+00:00,-74,333.03,61,HCLT,24644.219999999998
2014-01-14 00:00:00+00:00,489,101.5,80,JSTL,-49633.5
2014-01-28 00:00:00+00:00,38,507.25,74,INED,-19275.5
2014-01-28 00:00:00+00:00,-96,155.84,99,NATP,14960.64
2014-02-11 00:00:00+00:00,237,118.7,6,APLO,-28131.9
2014-02-11 00:00:00+00:00,-125,349.53,135,TISC,43691.25
2014-02-18 00:00:00+00:00,119,196.68,23,BLKI,-23404.920000000002
2014-02-18 00:00:00+00:00,-24,416.06,90,MINT,9985.44
2014-02-25 00:00:00+00:00,-167,115.6,47,ESCO,19305.2
2014-02-25 00:00:00+00:00,-489,88.28,80,JSTL,43168.92
2014-02-25 00:00:00+00:00,243,65.19,93,MOSS,-15841.17
2014-02-25 00:00:00+00:00,51,458.9,101,NITT,-23403.899999999998
2014-02-25 00:00:00+00:00,161,129.79,150,VOLT,-20896.19
2014-03-04 00:00:00+00:00,-31,940.43,134,TEML,29153.329999999998
2014-03-18 00:00:00+00:00,180,193.2,31,CADI,-34776.0
2014-03-18 00:00:00+00:00,-533,18.2,73,INDB,9700.6
2014-03-18 00:00:00+00:00,-470,55.83,97,NAFL,26240.1
2014-03-18 00:00:00+00:00,5,6600.0,108,PAGE,-33000.0
2014-04-15 00:00:00+00:00,-48,256.6,112,PIIL,12316.800000000001
2014-04-29 00:00:00+00:00,-5,5854.8,108,PAGE,29274.0
2014-05-06 00:00:00+00:00,729,63.65,71,IHTL,-46400.85
2014-05-13 00:00:00+00:00,-51,404.0,101,NITT,20604.0
2014-05-27 00:00:00+00:00,485,52.96,3,ADEL,-25685.600000000002
2014-05-27 00:00:00+00:00,-180,182.4,31,CADI,32832.0
2014-05-27 00:00:00+00:00,367,98.32,65,HPCL,-36083.439999999995
2014-05-27 00:00:00+00:00,-38,684.9,74,INED,26026.2
2014-06-17 00:00:00+00:00,435,85.31,9,ARTI,-37109.85
2014-06-17 00:00:00+00:00,915,32.95,10,ASOK,-30149.250000000004
2014-06-17 00:00:00+00:00,-729,92.64,71,IHTL,67534.56
2014-06-24 00:00:00+00:00,-243,94.12,93,MOSS,22871.16
2014-06-24 00:00:00+00:00,161,149.75,118,PWFC,-24109.75
2014-06-24 00:00:00+00:00,95,187.0,122,REXP,-17765.0
2014-07-01 00:00:00+00:00,-159,314.88,17,BFRG,50065.92
2014-07-01 00:00:00+00:00,426,63.0,45,EDEL,-26838.0
2014-07-01 00:00:00+00:00,189,118.64,97,NAFL,-22422.96
2014-07-08 00:00:00+00:00,-101,389.12,8,ARBN,39301.12
2014-07-15 00:00:00+00:00,-237,173.5,6,APLO,41119.5
2014-07-15 00:00:00+00:00,550,60.83,14,BAJE,-33456.5
2014-07-15 00:00:00+00:00,212,166.7,119,RECM,-35340.399999999994
2014-07-22 00:00:00+00:00,-367,87.53,65,HPCL,32123.510000000002
2014-08-05 00:00:00+00:00,-485,47.06,3,ADEL,22824.100000000002
2014-08-05 00:00:00+00:00,118,376.5,17,BFRG,-44427.0
2014-08-05 00:00:00+00:00,153,252.2,116,PREG,-38586.6
2014-08-05 00:00:00+00:00,-161,202.56,150,VOLT,32612.16
2014-08-12 00:00:00+00:00,-212,146.82,119,RECM,31125.84
2014-08-12 00:00:00+00:00,126,382.65,151,WHIR,-48213.899999999994
2014-08-19 00:00:00+00:00,-161,135.55,118,PWFC,21823.550000000003
2014-08-26 00:00:00+00:00,109,188.0,16,BBRM,-20492.0
2014-09-02 00:00:00+00:00,-153,235.0,116,PREG,35955.0
2014-09-16 00:00:00+00:00,84,481.0,112,PIIL,-40404.0
2014-09-16 00:00:00+00:00,-95,154.3,122,REXP,14658.500000000002
2014-09-23 00:00:00+00:00,-426,51.1,45,EDEL,21768.600000000002
2014-09-30 00:00:00+00:00,-119,378.42,23,BLKI,45031.98
2014-09-30 00:00:00+00:00,117,289.94,99,NATP,-33922.98
2014-09-30 00:00:00+00:00,582,63.93,148,VGUA,-37207.26
2014-10-07 00:00:00+00:00,-550,68.37,14,BAJE,37603.5
2014-10-28 00:00:00+00:00,15,3092.0,0,ABOT,-46380.0
2014-10-28 00:00:00+00:00,-189,119.58,97,NAFL,22600.62
2014-11-25 00:00:00+00:00,55,826.27,29,BRIT,-45444.85
2014-11-25 00:00:00+00:00,-84,470.0,112,PIIL,39480.0
2014-12-16 00:00:00+00:00,37,764.9,4,AMAR,-28301.3
2014-12-16 00:00:00+00:00,83,563.75,8,ARBN,-46791.25
2014-12-16 00:00:00+00:00,-435,135.09,9,ARTI,58764.15
2014-12-16 00:00:00+00:00,-117,288.32,99,NATP,33733.44
2014-12-23 00:00:00+00:00,-118,459.0,17,BFRG,54162.0
2014-12-23 00:00:00+00:00,1,37540.0,95,MRF,-37540.0
2015-01-27 00:00:00+00:00,289,114.07,14,BAJE,-32966.229999999996
2015-02-10 00:00:00+00:00,97,403.1,21,BJFN,-39100.700000000004
2015-02-10 00:00:00+00:00,-582,65.36,148,VGUA,38039.52
2015-02-24 00:00:00+00:00,-83,520.0,8,ARBN,43160.0
2015-02-24 00:00:00+00:00,1,26218.0,26,BOSH,-26218.0
2015-03-10 00:00:00+00:00,-15,3830.05,0,ABOT,57450.75
2015-03-10 00:00:00+00:00,64,898.0,72,INBK,-57472.0
2015-03-10 00:00:00+00:00,5,13170.0,108,PAGE,-65850.0
2015-03-10 00:00:00+00:00,-374,288.95,142,TVSM,108067.3
2015-03-10 00:00:00+00:00,63,737.6,146,UNSP,-46468.8
2015-03-24 00:00:00+00:00,-1,38510.0,95,MRF,38510.0
2015-03-24 00:00:00+00:00,38,1337.0,127,SIEM,-50806.0
