date,amount,price,sid,symbol,value
2013-12-10 00:00:00+00:00,-6,2125.0,66,HROM,12750.0
2013-12-10 00:00:00+00:00,586,22.0,73,INDB,-12892.0
2013-12-10 00:00:00+00:00,34,379.34,135,TISC,-12897.56
2013-12-10 00:00:00+00:00,-101,176.0,149,VODA,17776.0
2013-12-17 00:00:00+00:00,-201,65.41,19,BION,13147.41
2013-12-17 00:00:00+00:00,30,439.95,74,INED,-13198.5
2013-12-17 00:00:00+00:00,-30,427.26,75,INFY,12817.8
2013-12-17 00:00:00+00:00,143,92.17,80,JSTL,-13180.31
2013-12-17 00:00:00+00:00,-11,980.66,133,TCS,10787.26
2013-12-24 00:00:00+00:00,197,71.85,123,SAIL,-14154.449999999999
2013-12-24 00:00:00+00:00,-48,275.32,152,WIPR,13215.36
2013-12-31 00:00:00+00:00,83,166.66,23,BLKI,-13832.779999999999
2013-12-31 00:00:00+00:00,-38,462.0,29,BRIT,17556.0
2014-01-07 00:00:00+00:00,43,328.05,4,AMAR,-14106.15
2014-01-07 00:00:00+00:00,-35,363.11,132,TAMO,12708.85
2014-01-14 00:00:00+00:00,-49,264.5,52,GGAS,12960.5
2014-01-14 00:00:00+00:00,-48,333.03,61,HCLT,15985.439999999999
2014-01-14 00:00:00+00:00,36,374.5,101,NITT,-13482.0
2014-01-14 00:00:00+00:00,134,105.47,150,VOLT,-14132.98
2014-01-21 00:00:00+00:00,-43,318.85,4,AMAR,13710.550000000001
2014-01-21 00:00:00+00:00,121,116.45,6,APLO,-14090.45
2014-01-21 00:00:00+00:00,-250,59.56,93,MOSS,14890.0
2014-01-28 00:00:00+00:00,-93,155.84,99,NATP,14493.12
